"","case","cc3","country","year","systemic_crisis","exch_usd","domestic_debt_in_default","sovereign_external_debt_default","gdp_weighted_default","inflation_annual_cpi","independence","currency_crises","inflation_crises","banking_crisis"
"303",15,"CIV","Ivory Coast",1999,0,-0.386998731516847,0,0,0,-0.0308526360538912,1,0,0,"no_crisis"
"304",19,"EGY","Egypt",1999,0,-0.356453870411615,0,0,0,-0.0308484553741111,1,0,0,"no_crisis"
"305",35,"KEN","Kenya",1999,1,0.267231825699371,0,0,0,-0.0308454837617223,1,1,0,"no_crisis"
"306",38,"MUS","Mauritius",1999,0,-0.158535729276599,0,0,0,-0.0308438277685634,1,0,0,"no_crisis"
"307",40,"MAR","Morocco",1999,0,-0.296512383802171,0,0,0,-0.0308529764278202,1,0,0,"no_crisis"
"308",45,"NGA","Nigeria",1999,0,0.491670620981673,0,0,0,-0.0308442036597719,1,1,0,"no_crisis"
"309",56,"ZAF","South Africa",1999,0,-0.331789231466289,0,0,0,-0.0308462858602854,1,0,0,"no_crisis"
"310",63,"TUN","Tunisia",1999,0,-0.375763066749064,0,0,0,-0.030849901223366,1,0,0,"no_crisis"
"311",69,"ZMB","Zambia",1999,0,-0.362239901369875,0,0,0,-0.0308143513863122,1,0,1,"no_crisis"
"312",70,"ZWE","Zimbabwe",1999,1,-0.386998731516847,0,0,0,-0.0307697576610038,1,0,1,"crisis"
"313",1,"DZA","Algeria",2000,0,0.288870684424199,0,0,0,-0.0308535535836128,1,0,0,"no_crisis"
"314",2,"AGO","Angola",2000,0,-0.236132773546212,1,1,0,-0.0303729914723543,1,1,1,"no_crisis"
"315",10,"CAF","Central African Republic",2000,0,5.93682901719158,0,1,0,-0.0308492589525609,1,0,0,"no_crisis"
"316",15,"CIV","Ivory Coast",2000,0,-0.386998731516847,0,1,0,-0.03085456138642,1,0,0,"no_crisis"
"317",19,"EGY","Egypt",2000,0,-0.353897252081222,0,0,0,-0.0308497813525476,1,0,0,"no_crisis"
"318",35,"KEN","Kenya",2000,0,0.313031176175953,0,1,0,-0.0308392652780282,1,0,0,"no_crisis"
"319",38,"MUS","Mauritius",2000,0,-0.136883414665821,0,0,0,-0.0308477376290869,1,0,0,"no_crisis"
"320",40,"MAR","Morocco",2000,0,-0.291740029585435,0,0,0,-0.0308511517275834,1,0,0,"no_crisis"
"321",45,"NGA","Nigeria",2000,0,0.59572947232402,0,0,0,-0.0308437300960446,1,0,0,"no_crisis"
"322",56,"ZAF","South Africa",2000,0,-0.319104816311283,0,0,0,-0.0308460446387618,1,1,0,"no_crisis"
"323",63,"TUN","Tunisia",2000,0,-0.374571772313007,0,0,0,-0.0308498982635927,1,0,0,"no_crisis"
"324",69,"ZMB","Zambia",2000,0,-0.347079603200171,0,0,0,-0.0308153725080992,1,1,1,"no_crisis"
"325",70,"ZWE","Zimbabwe",2000,1,-0.386998731516847,1,1,0,-0.0307723023367499,1,1,1,"crisis"
"326",1,"DZA","Algeria",2001,0,0.311089043303917,0,0,0,-0.0308477820256864,1,0,0,"no_crisis"
"327",2,"AGO","Angola",2001,0,-0.100394101971752,1,1,0,-0.0306281875655636,1,1,1,"no_crisis"
"328",10,"CAF","Central African Republic",2001,0,6.28986694436067,0,1,0,-0.0308483103452196,1,0,0,"no_crisis"
"329",15,"CIV","Ivory Coast",2001,0,-0.386998731516847,0,1,0,-0.030847552643256,1,0,0,"no_crisis"
"330",19,"EGY","Egypt",2001,0,-0.346720779574853,0,0,0,-0.0308503999451664,1,1,0,"no_crisis"
"331",35,"KEN","Kenya",2001,0,0.31808969223388,0,0,0,-0.0308453786897703,1,0,0,"no_crisis"
"332",38,"MUS","Mauritius",2001,0,-0.114344805700507,0,0,0,-0.0308460194806888,1,0,0,"no_crisis"
"333",40,"MAR","Morocco",2001,0,-0.283298703799819,0,0,0,-0.0308530903790921,1,0,0,"no_crisis"
"334",45,"NGA","Nigeria",2001,0,0.626229480476087,0,0,0,-0.0308260735684496,1,0,0,"no_crisis"
"335",56,"ZAF","South Africa",2001,0,-0.278216864206247,0,0,0,-0.0308455621957146,1,1,0,"no_crisis"
"336",63,"TUN","Tunisia",2001,0,-0.373827213290471,0,0,0,-0.030851057014838,1,0,0,"no_crisis"
"337",69,"ZMB","Zambia",2001,0,-0.353493575502738,0,0,0,-0.0308223916104698,1,0,1,"no_crisis"
"338",70,"ZWE","Zimbabwe",2001,1,-0.386998731516847,1,1,0,-0.030688075009898,1,0,1,"crisis"
"339",1,"DZA","Algeria",2002,0,0.328167253750948,0,0,0,-0.0308518813117008,1,0,0,"no_crisis"
"340",2,"AGO","Angola",2002,0,0.139273257674971,1,1,0,-0.0306928482528666,1,1,1,"no_crisis"
"341",10,"CAF","Central African Republic",2002,0,5.22406422221264,0,1,0,-0.0308505967700905,1,0,0,"no_crisis"
"342",15,"CIV","Ivory Coast",2002,0,-0.386998731516847,0,1,0,-0.0308494394987319,1,0,0,"no_crisis"
"343",19,"EGY","Egypt",2002,0,-0.346631073668523,0,0,0,-0.0308492471134677,1,0,0,"no_crisis"
"344",35,"KEN","Kenya",2002,0,0.304384423864842,0,0,0,-0.0308508069139945,1,0,0,"no_crisis"
"345",38,"MUS","Mauritius",2002,0,-0.125086190924414,0,0,0,-0.0308445055566481,1,0,0,"no_crisis"
"346",40,"MAR","Morocco",2002,0,-0.295794736551534,0,0,0,-0.0308498849446129,1,0,0,"no_crisis"
"347",45,"NGA","Nigeria",2002,0,0.746883924489411,0,0,0,-0.0308349321699234,1,0,0,"no_crisis"
"348",56,"ZAF","South Africa",2002,0,-0.309492828448065,0,0,0,-0.0308404166298402,1,0,0,"no_crisis"
"349",63,"TUN","Tunisia",2002,0,-0.375031066553414,0,0,0,-0.0308499929763382,1,0,0,"no_crisis"
"350",69,"ZMB","Zambia",2002,0,-0.346631073668523,0,0,0,-0.0308210863504464,1,0,1,"no_crisis"
"351",70,"ZWE","Zimbabwe",2002,1,-0.386998731516847,1,1,0,-0.0305596057617192,1,0,1,"crisis"
"352",1,"DZA","Algeria",2003,0,0.264380971996216,0,0,0,-0.0308476947123741,1,0,0,"no_crisis"
"353",2,"AGO","Angola",2003,0,0.322408941917744,0,1,0,-0.0307084625368877,1,1,1,"no_crisis"
"354",10,"CAF","Central African Republic",2003,0,4.27200500553959,0,1,0,-0.0308475556030293,1,0,0,"no_crisis"
"355",15,"CIV","Ivory Coast",2003,0,-0.386998731516847,0,1,0,-0.0308491183633293,1,0,0,"no_crisis"
"356",19,"EGY","Egypt",2003,0,-0.331800893234112,0,0,0,-0.0308539975496072,1,1,0,"no_crisis"
"357",35,"KEN","Kenya",2003,0,0.2960121716271,0,0,0,-0.0308451433877933,1,0,0,"no_crisis"
"358",38,"MUS","Mauritius",2003,0,-0.152976654261353,0,0,0,-0.0308481801151946,1,0,0,"no_crisis"
"359",40,"MAR","Morocco",2003,0,-0.308506960537503,0,0,0,-0.0308522764414358,1,0,0,"no_crisis"
"360",45,"NGA","Nigeria",2003,0,0.837486889882316,0,0,0,-0.0308332303002784,1,0,0,"no_crisis"
"361",56,"ZAF","South Africa",2003,0,-0.327434009713987,0,0,0,-0.03084540532773,1,0,0,"no_crisis"
"362",63,"TUN","Tunisia",2003,0,-0.376159566855041,0,0,0,-0.0308499663383785,1,0,0,"no_crisis"
"363",69,"ZMB","Zambia",2003,0,-0.347528132731819,0,0,0,-0.0308223279753439,1,0,1,"no_crisis"
"364",70,"ZWE","Zimbabwe",2003,1,-0.386998731516847,1,1,0,-0.0299679231878924,1,1,1,"crisis"
"365",1,"DZA","Algeria",2004,0,0.264389045527786,0,0,0,-0.0308481194398421,1,0,0,"no_crisis"
"366",2,"AGO","Angola",2004,0,0.384362532006162,0,0,0,-0.030789535167115,1,1,1,"no_crisis"
"367",10,"CAF","Central African Republic",2004,0,3.93303777092545,0,1,0,-0.0308573184152449,1,0,0,"no_crisis"
"368",15,"CIV","Ivory Coast",2004,0,-0.386998731516847,0,1,0,-0.030851838394988,1,0,0,"no_crisis"
"369",19,"EGY","Egypt",2004,0,-0.331996452109911,0,0,0,-0.03084200158844,1,0,0,"no_crisis"
"370",35,"KEN","Kenya",2004,0,0.306826218635134,0,0,0,-0.0308415946196118,1,0,0,"no_crisis"
"371",38,"MUS","Mauritius",2004,0,-0.133988605068565,0,0,0,-0.0308470376427025,1,0,0,"no_crisis"
"372",40,"MAR","Morocco",2004,0,-0.313281108872364,0,0,0,-0.030851788078842,1,0,0,"no_crisis"
"373",45,"NGA","Nigeria",2004,0,0.800258938755528,0,1,0,-0.0308317977700033,1,0,0,"no_crisis"
"374",56,"ZAF","South Africa",2004,0,-0.336494306253277,0,0,0,-0.0308519375473934,1,0,0,"no_crisis"
"375",63,"TUN","Tunisia",2004,0,-0.376239405111674,0,0,0,-0.0308486388800555,1,0,0,"no_crisis"
"376",69,"ZMB","Zambia",2004,0,-0.345734014605227,0,0,0,-0.0308274054664326,1,0,0,"no_crisis"
"377",70,"ZWE","Zimbabwe",2004,1,-0.386998731516847,1,1,0,-0.030657547371372,1,1,1,"crisis"
"378",1,"DZA","Algeria",2005,0,0.271262312070761,0,0,0,-0.0308519523462599,1,0,0,"no_crisis"
"379",2,"AGO","Angola",2005,0,0.337641184224324,0,0,0,-0.0308200178722867,1,1,1,"no_crisis"
"380",10,"CAF","Central African Republic",2005,0,4.60098272139549,0,1,0,-0.0308497280766282,1,0,0,"no_crisis"
"381",15,"CIV","Ivory Coast",2005,0,-0.386998731516847,0,1,0,-0.0308482496698671,1,0,0,"no_crisis"
"382",19,"EGY","Egypt",2005,0,-0.335577511890589,0,0,0,-0.0308409360700536,1,0,0,"no_crisis"
"383",35,"KEN","Kenya",2005,0,0.262173309641444,0,0,0,-0.0308424203963613,1,0,0,"no_crisis"
"384",38,"MUS","Mauritius",2005,0,-0.111901216812088,0,0,0,-0.0308467150274133,1,0,0,"no_crisis"
"385",40,"MAR","Morocco",2005,0,-0.304026150516339,0,0,0,-0.0308525428210324,1,0,0,"no_crisis"
"386",45,"NGA","Nigeria",2005,0,0.770207460135109,0,1,0,-0.0308275726936238,1,0,0,"no_crisis"
"387",56,"ZAF","South Africa",2005,0,-0.33025974576337,0,0,0,-0.0308489762942112,1,0,0,"no_crisis"
"388",63,"TUN","Tunisia",2005,0,-0.374768228247868,0,0,0,-0.0308518605932877,1,0,0,"no_crisis"
"389",69,"ZMB","Zambia",2005,0,-0.357036958802758,0,0,0,-0.030826878626786,1,0,0,"no_crisis"
"390",70,"ZWE","Zimbabwe",2005,1,-0.386998731516847,1,1,0,-0.0299870142952576,1,1,1,"crisis"
"391",1,"DZA","Algeria",2006,0,0.251332350861511,0,0,0,-0.0308505716120175,1,0,0,"no_crisis"
"392",2,"AGO","Angola",2006,0,0.333020522695193,0,0,0,-0.030834307657758,1,0,0,"no_crisis"
"393",10,"CAF","Central African Republic",2006,0,4.08097523921629,0,1,0,-0.0308440911883867,1,0,0,"no_crisis"
"394",15,"CIV","Ivory Coast",2006,0,-0.386998731516847,0,1,0,-0.0308503481491337,1,0,0,"no_crisis"
"395",19,"EGY","Egypt",2006,0,-0.335834070782692,0,0,0,-0.0308477790659131,1,0,0,"no_crisis"
"396",35,"KEN","Kenya",2006,0,0.235530655461551,0,0,0,-0.0308450575543677,1,0,0,"no_crisis"
"397",38,"MUS","Mauritius",2006,0,-0.0789773550709954,0,0,0,-0.0308407821618422,1,0,0,"no_crisis"
"398",40,"MAR","Morocco",2006,0,-0.31113803477015,0,0,0,-0.0308491361219691,1,0,0,"no_crisis"
"399",45,"NGA","Nigeria",2006,0,0.763658928973048,0,0,0,-0.0308418358411354,1,0,0,"no_crisis"
"400",56,"ZAF","South Africa",2006,0,-0.32447371480511,0,0,0,-0.0308470598410022,1,0,0,"no_crisis"
"401",63,"TUN","Tunisia",2006,0,-0.375362978406834,0,0,0,-0.0308478663792253,1,0,0,"no_crisis"
"402",69,"ZMB","Zambia",2006,0,-0.34737365916112,0,0,0,-0.0308406534117038,1,0,0,"no_crisis"
"403",70,"ZWE","Zimbabwe",2006,1,-0.386998731516847,1,1,0,-0.0289580946312325,1,1,1,"crisis"
"404",1,"DZA","Algeria",2007,0,0.212504943424867,0,0,0,-0.0308485604460631,1,0,0,"no_crisis"
"405",2,"AGO","Angola",2007,0,0.286001889539779,0,0,0,-0.0308358704180581,1,0,0,"no_crisis"
"406",10,"CAF","Central African Republic",2007,0,3.61023088579242,0,1,0,-0.0308526138555915,1,0,0,"no_crisis"
"407",15,"CIV","Ivory Coast",2007,0,-0.386998731516847,0,1,0,-0.0308511916845229,1,0,0,"no_crisis"
"408",19,"EGY","Egypt",2007,0,-0.337626394791157,0,0,0,-0.0308377794718338,1,0,0,"no_crisis"
"409",35,"KEN","Kenya",2007,0,0.175233036403977,0,0,0,-0.0308476858330543,1,0,0,"no_crisis"
"410",38,"MUS","Mauritius",2007,0,-0.133882752099096,0,0,0,-0.0308409345901669,1,0,0,"no_crisis"
"411",40,"MAR","Morocco",2007,0,-0.317806771846693,0,0,0,-0.0308509845003922,1,0,0,"no_crisis"
"412",45,"NGA","Nigeria",2007,0,0.671243904272285,0,0,0,-0.0308459869231826,1,0,0,"no_crisis"
"413",56,"ZAF","South Africa",2007,0,-0.325909009306384,0,0,0,-0.0308435051532742,1,0,0,"no_crisis"
"414",63,"TUN","Tunisia",2007,0,-0.376048331531192,0,0,0,-0.030848909699312,1,0,0,"no_crisis"
"415",69,"ZMB","Zambia",2007,0,-0.352641369392607,0,0,0,-0.0308382293573747,1,0,0,"no_crisis"
"416",70,"ZWE","Zimbabwe",2007,1,-0.386998731516847,1,1,0,0.0672327301874258,1,1,1,"crisis"
"417",1,"DZA","Algeria",2008,0,0.251551233272955,0,0,0,-0.030846812699932,1,0,0,"no_crisis"
"418",2,"AGO","Angola",2008,0,0.287311595772191,0,0,0,-0.0308355507625422,1,0,0,"no_crisis"
"419",10,"CAF","Central African Republic",2008,0,3.84115512296992,0,1,0,-0.0308402908394751,1,0,0,"no_crisis"
"420",15,"CIV","Ivory Coast",2008,0,-0.386998731516847,0,1,0,-0.0308446520654262,1,0,0,"no_crisis"
"421",19,"EGY","Egypt",2008,0,-0.337623703613967,0,0,0,-0.030836685835601,1,0,0,"no_crisis"
"422",35,"KEN","Kenya",2008,0,0.310115833883503,0,0,0,-0.0308316497813385,1,1,0,"no_crisis"
"423",38,"MUS","Mauritius",2008,0,-0.102133140671857,0,0,0,-0.0308395967726373,1,0,0,"no_crisis"
"424",40,"MAR","Morocco",2008,0,-0.314353094453003,0,0,0,-0.0308482393106605,1,0,0,"no_crisis"
"425",45,"NGA","Nigeria",2008,0,0.802165189265033,0,0,0,-0.0308368589823388,1,0,0,"no_crisis"
"426",56,"ZAF","South Africa",2008,0,-0.303527385677146,0,0,0,-0.030836925577238,1,1,0,"no_crisis"
"427",63,"TUN","Tunisia",2008,0,-0.375248154846732,0,0,0,-0.0308467268665065,1,0,0,"no_crisis"
"428",69,"ZMB","Zambia",2008,0,-0.343650505224816,0,0,0,-0.0308355744407285,1,1,0,"no_crisis"
"429",70,"ZWE","Zimbabwe",2008,1,-0.386980790335581,1,1,0,32.5114023480679,1,1,1,"crisis"
"430",1,"DZA","Algeria",2009,0,0.265440398749969,0,0,0,-0.0308454985605888,1,0,0,"no_crisis"
"431",2,"AGO","Angola",2009,0,0.414954129888592,0,0,0,-0.0308336920249125,1,1,0,"no_crisis"
"432",10,"CAF","Central African Republic",2009,0,3.69763386568297,0,1,0,-0.0308487853888336,1,0,0,"no_crisis"
"433",15,"CIV","Ivory Coast",2009,0,-0.386998731516847,0,1,0,-0.0308525043439795,1,0,0,"no_crisis"
"434",19,"EGY","Egypt",2009,0,-0.337881159565133,0,0,0,-0.0308299641904467,1,0,0,"no_crisis"
"435",35,"KEN","Kenya",2009,0,0.293151450274248,0,0,0,-0.0308383817856994,1,0,0,"no_crisis"
"436",38,"MUS","Mauritius",2009,0,-0.115275055949145,0,0,0,-0.0308502741548013,1,0,0,"no_crisis"
"437",40,"MAR","Morocco",2009,0,-0.316488992082711,0,0,0,-0.0308525590997855,1,0,0,"no_crisis"
"438",45,"NGA","Nigeria",2009,1,0.954831185952078,0,0,0,-0.0308354353313836,1,0,0,"crisis"
"439",56,"ZAF","South Africa",2009,0,-0.320795772645596,0,0,0,-0.0308434459578083,1,0,0,"no_crisis"
"440",63,"TUN","Tunisia",2009,0,-0.375181772476048,0,0,0,-0.0308487735497404,1,0,0,"no_crisis"
"441",69,"ZMB","Zambia",2009,0,-0.345455926295605,0,0,0,-0.0308341789076196,1,0,0,"no_crisis"
"442",70,"ZWE","Zimbabwe",2009,1,2.79576682505768,1,1,0,-0.0308653482801959,1,1,0,"crisis"
"443",1,"DZA","Algeria",2010,0,0.285290521702585,0,0,0,-0.0308482067531543,1,0,0,"no_crisis"
"444",2,"AGO","Angola",2010,0,0.44406369649255,0,0,0,-0.0308325687909468,1,0,0,"no_crisis"
"445",10,"CAF","Central African Republic",2010,0,4.01677444620371,0,1,0,-0.0308517910386153,1,0,0,"no_crisis"
"446",15,"CIV","Ivory Coast",2010,0,-0.386998731516847,0,1,0,-0.0308513337536411,1,0,0,"no_crisis"
"447",19,"EGY","Egypt",2010,0,-0.335035688216358,0,0,0,-0.0308366976746942,1,0,0,"no_crisis"
"448",35,"KEN","Kenya",2010,0,0.337393904869996,0,0,0,-0.0308476207180418,1,0,0,"no_crisis"
"449",38,"MUS","Mauritius",2010,0,-0.114382482181165,0,0,0,-0.0308496629616157,1,0,0,"no_crisis"
"450",40,"MAR","Morocco",2010,0,-0.312032402656256,0,0,0,-0.0308525265422793,1,0,0,"no_crisis"
"451",45,"NGA","Nigeria",2010,1,0.964525703249118,0,0,0,-0.0308336935047992,1,0,0,"crisis"
"452",56,"ZAF","South Africa",2010,0,-0.327509362675304,0,0,0,-0.0308476976721474,1,0,0,"no_crisis"
"453",63,"TUN","Tunisia",2010,0,-0.374099919245713,0,0,0,-0.030847472729377,1,0,0,"no_crisis"
"454",69,"ZMB","Zambia",2010,0,-0.344030499444028,0,0,0,-0.0308414185131008,1,0,0,"no_crisis"
"455",70,"ZWE","Zimbabwe",2010,0,3.00567864586897,1,1,0,-0.0308492367542612,1,0,0,"no_crisis"
"456",1,"DZA","Algeria",2011,0,0.295271200840817,0,0,0,-0.0308473055021858,1,0,0,"no_crisis"
"457",2,"AGO","Angola",2011,0,0.467647379266604,0,0,0,-0.030834042758048,1,0,0,"no_crisis"
"458",10,"CAF","Central African Republic",2011,0,4.16074199037465,0,1,0,-0.0308522290850631,1,0,0,"no_crisis"
"459",15,"CIV","Ivory Coast",2011,0,-0.386998731516847,0,1,0,-0.0308474150137977,1,0,0,"no_crisis"
"460",19,"EGY","Egypt",2011,0,-0.333023584737385,0,0,0,-0.0308375856066829,1,0,0,"no_crisis"
"461",35,"KEN","Kenya",2011,0,0.376112369506934,0,0,0,-0.0308332465790315,1,0,0,"no_crisis"
"462",38,"MUS","Mauritius",2011,0,-0.123891308252104,0,0,0,-0.0308443398093435,1,0,0,"no_crisis"
"463",40,"MAR","Morocco",2011,0,-0.310056181539815,0,0,0,-0.0308526552924176,1,0,0,"no_crisis"
"464",45,"NGA","Nigeria",2011,1,1.03274973618998,0,0,0,-0.0308379540984582,1,0,0,"crisis"
"465",56,"ZAF","South Africa",2011,0,-0.31395210905171,0,0,0,-0.0308465981163681,1,1,0,"no_crisis"
"466",63,"TUN","Tunisia",2011,0,-0.373549124980849,0,0,0,-0.0308487572709873,1,0,0,"no_crisis"
"467",69,"ZMB","Zambia",2011,0,-0.341123310431698,0,0,0,-0.0308411846910104,1,0,0,"no_crisis"
"468",70,"ZWE","Zimbabwe",2011,0,2.8594580185517,1,1,0,-0.0308467165072999,1,0,0,"no_crisis"
"469",1,"DZA","Algeria",2012,0,0.313626823393982,0,0,0,-0.0308408028802553,1,0,0,"no_crisis"
"470",2,"AGO","Angola",2012,0,0.472616056743165,0,0,0,-0.0308387769154344,1,0,0,"no_crisis"
"471",10,"CAF","Central African Republic",2012,0,4.07284795586756,0,1,0,-0.0308453046954379,1,0,0,"no_crisis"
"472",15,"CIV","Ivory Coast",2012,0,-0.386998731516847,0,1,0,-0.030852073696965,1,0,0,"no_crisis"
"473",19,"EGY","Egypt",2012,0,-0.330432878162586,0,0,0,-0.0308411965301036,1,0,0,"no_crisis"
"474",35,"KEN","Kenya",2012,0,0.384479239390297,0,0,0,-0.030840119172624,1,0,0,"no_crisis"
"475",38,"MUS","Mauritius",2012,0,-0.113216305398881,0,0,0,-0.0308467431452596,1,0,0,"no_crisis"
"476",40,"MAR","Morocco",2012,0,-0.311345255413772,0,0,0,-0.0308520929354915,1,0,0,"no_crisis"
"477",45,"NGA","Nigeria",2012,1,1.00586487606299,0,0,0,-0.0308359059353376,1,0,0,"crisis"
"478",56,"ZAF","South Africa",2012,0,-0.310738394957452,0,0,0,-0.0308456302705004,1,0,0,"no_crisis"
"479",63,"TUN","Tunisia",2012,0,-0.373088933681378,0,0,0,-0.0308463924121241,1,0,0,"no_crisis"
"480",69,"ZMB","Zambia",2012,0,-0.340830570456395,0,0,0,-0.0308442672948978,1,0,0,"no_crisis"
"481",70,"ZWE","Zimbabwe",2012,0,2.8594580185517,1,1,0,-0.0308484923712773,1,0,0,"no_crisis"
"482",1,"DZA","Algeria",2013,0,0.314041276342992,0,0,0,-0.0308491805185685,1,0,0,"no_crisis"
"483",2,"AGO","Angola",2013,0,0.488172090634818,0,0,0,-0.0308410011850661,1,0,0,"no_crisis"
"484",10,"CAF","Central African Republic",2013,0,3.87978519983911,0,1,0,-0.0308443013322907,1,0,0,"no_crisis"
"485",15,"CIV","Ivory Coast",2013,0,-0.386998731516847,0,0,0,-0.0308501735225092,1,0,0,"no_crisis"
"486",19,"EGY","Egypt",2013,0,-0.324742832524099,0,0,0,-0.0308437656133242,1,0,0,"no_crisis"
"487",35,"KEN","Kenya",2013,0,0.387252946014008,0,0,0,-0.0308455370376416,1,0,0,"no_crisis"
"488",38,"MUS","Mauritius",2013,0,-0.116758523688295,0,0,0,-0.0308478841378651,1,0,0,"no_crisis"
"489",40,"MAR","Morocco",2013,0,-0.313888417858216,0,0,0,-0.0308512138828226,1,0,0,"no_crisis"
"490",45,"NGA","Nigeria",2013,1,1.00523693471868,0,0,0,-0.030841425912534,1,0,0,"crisis"
"491",56,"ZAF","South Africa",2013,0,-0.292898581365682,0,0,0,-0.030845485241609,1,1,0,"no_crisis"
"492",63,"TUN","Tunisia",2013,0,-0.372169486750922,0,0,0,-0.0308454068076166,1,0,0,"no_crisis"
"493",69,"ZMB","Zambia",2013,0,-0.337481071222903,0,0,0,-0.0308436709005787,1,1,0,"no_crisis"
"494",70,"ZWE","Zimbabwe",2013,0,2.8594580185517,1,1,0,-0.030851582374598,1,0,0,"no_crisis"
